anchor_question,target_question,condition_type,condition_value,support_count,support_pct,target_best_30_window,target_best_30_coverage_pct,target_best_40_window,target_best_40_coverage_pct,target_best_50_window,target_best_50_coverage_pct,base_best_30_window,base_best_30_coverage_pct,base_best_40_window,base_best_40_coverage_pct,base_best_50_window,base_best_50_coverage_pct,gain_30_pct,gain_40_pct,gain_50_pct,target_median_pct
39,45,band20,20-40%,23,38.98,60-90%,60.87,50-90%,65.22,40-90%,78.26,60-90%,50.85,50-90%,59.32,40-90%,71.19,10.02,5.9,7.07,67.65
45,43,half,前半区,20,33.9,0-30%,45.0,0-40%,55.0,0-50%,65.0,50-80%,37.29,40-80%,49.15,50-100%,59.32,7.71,5.85,5.68,37.09
43,44,band20,0-20%,12,20.34,60-90%,50.0,50-90%,58.33,40-90%,75.0,10-40%,42.37,0-40%,52.54,0-50%,61.02,7.63,5.79,13.98,71.37
42,44,band20,40-60%,12,20.34,30-60%,41.67,50-90%,58.33,50-100%,75.0,10-40%,42.37,0-40%,52.54,0-50%,61.02,-0.7,5.79,13.98,60.83
41,42,band20,40-60%,17,28.81,0-30%,47.06,0-40%,52.94,0-50%,58.82,0-30%,35.59,0-40%,47.46,0-50%,59.32,11.47,5.48,-0.5,36.67
40,42,half,前半区,34,57.63,0-30%,41.18,0-40%,52.94,0-50%,64.71,0-30%,35.59,0-40%,47.46,0-50%,59.32,5.59,5.48,5.39,37.98
38,40,half,前半区,32,54.24,20-50%,43.75,20-60%,56.25,20-70%,68.75,20-50%,38.98,10-50%,50.85,10-60%,61.02,4.77,5.4,7.73,45.83
44,36,half,后半区,23,38.98,20-50%,69.57,10-50%,78.26,10-60%,86.96,20-50%,62.71,10-50%,72.88,10-60%,81.36,6.86,5.38,5.6,32.35
42,37,half,前半区,35,59.32,10-40%,48.57,10-50%,62.86,10-60%,71.43,0-30%,40.68,10-50%,57.63,0-50%,62.71,7.89,5.23,8.72,32.14
36,42,band20,40-60%,19,32.2,0-30%,42.11,0-40%,52.63,0-50%,63.16,0-30%,35.59,0-40%,47.46,0-50%,59.32,6.52,5.17,3.84,39.29
38,36,band20,80-100%,9,15.25,20-50%,55.56,20-60%,77.78,20-70%,88.89,20-50%,62.71,10-50%,72.88,10-60%,81.36,-7.15,4.9,7.53,42.31
41,36,band20,20-40%,9,15.25,10-40%,55.56,10-50%,77.78,10-60%,100.0,20-50%,62.71,10-50%,72.88,10-60%,81.36,-7.15,4.9,18.64,36.67
41,37,band20,60-80%,8,13.56,20-50%,50.0,10-50%,62.5,10-60%,75.0,0-30%,40.68,10-50%,57.63,0-50%,62.71,9.32,4.87,12.29,43.92
45,37,band20,20-40%,8,13.56,60-90%,50.0,50-90%,62.5,40-90%,75.0,0-30%,40.68,10-50%,57.63,0-50%,62.71,9.32,4.87,12.29,60.65
37,43,band20,40-60%,13,22.03,50-80%,46.15,40-80%,53.85,50-100%,69.23,50-80%,37.29,40-80%,49.15,50-100%,59.32,8.86,4.7,9.91,60.71
39,36,half,后半区,22,37.29,20-50%,54.55,10-50%,77.27,0-50%,77.27,20-50%,62.71,10-50%,72.88,10-60%,81.36,-8.16,4.39,-4.09,38.79
41,42,half,前半区,29,49.15,50-80%,41.38,40-80%,51.72,40-90%,62.07,0-30%,35.59,0-40%,47.46,0-50%,59.32,5.79,4.26,2.75,62.5
44,38,band20,20-40%,18,30.51,0-30%,50.0,0-40%,50.0,0-50%,66.67,0-30%,44.07,0-40%,45.76,0-50%,54.24,5.93,4.24,12.43,36.25
36,38,half,后半区,16,27.12,70-100%,50.0,60-100%,50.0,0-50%,50.0,0-30%,44.07,0-40%,45.76,0-50%,54.24,5.93,4.24,-4.24,60.41
45,38,band20,80-100%,16,27.12,50-80%,50.0,40-80%,50.0,50-100%,56.25,0-30%,44.07,0-40%,45.76,0-50%,54.24,5.93,4.24,2.01,59.38
42,38,band20,40-60%,12,20.34,0-30%,50.0,0-40%,50.0,0-50%,50.0,0-30%,44.07,0-40%,45.76,0-50%,54.24,5.93,4.24,-4.24,46.66
40,38,band20,80-100%,10,16.95,0-30%,50.0,0-40%,50.0,0-50%,50.0,0-30%,44.07,0-40%,45.76,0-50%,54.24,5.93,4.24,-4.24,43.63
41,38,band20,80-100%,18,30.51,20-50%,44.44,10-50%,50.0,20-70%,61.11,0-30%,44.07,0-40%,45.76,0-50%,54.24,0.37,4.24,6.87,48.22
43,38,band20,40-60%,16,27.12,0-30%,43.75,0-40%,50.0,0-50%,62.5,0-30%,44.07,0-40%,45.76,0-50%,54.24,-0.32,4.24,8.26,37.58
45,38,band20,40-60%,12,20.34,0-30%,41.67,20-60%,50.0,10-60%,66.67,0-30%,44.07,0-40%,45.76,0-50%,54.24,-2.4,4.24,12.43,52.94
41,38,band20,60-80%,8,13.56,0-30%,37.5,60-100%,50.0,50-100%,62.5,0-30%,44.07,0-40%,45.76,0-50%,54.24,-6.57,4.24,8.26,61.02
41,43,half,后半区,30,50.85,50-80%,43.33,60-100%,53.33,50-100%,66.67,50-80%,37.29,40-80%,49.15,50-100%,59.32,6.04,4.18,7.35,61.61
45,40,half,前半区,20,33.9,20-50%,45.0,10-50%,55.0,0-50%,70.0,20-50%,38.98,10-50%,50.85,10-60%,61.02,6.02,4.15,8.98,40.77
38,41,half,后半区,27,45.76,60-90%,40.74,60-100%,48.15,40-90%,55.56,20-50%,37.29,20-60%,44.07,40-90%,61.02,3.45,4.08,-5.46,53.57
43,37,band20,80-100%,13,22.03,20-50%,46.15,10-50%,61.54,0-50%,61.54,0-30%,40.68,10-50%,57.63,0-50%,62.71,5.47,3.91,-1.17,43.33
37,42,half,前半区,37,62.71,0-30%,40.54,0-40%,51.35,0-50%,62.16,0-30%,35.59,0-40%,47.46,0-50%,59.32,4.95,3.89,2.84,39.29
39,42,half,前半区,37,62.71,0-30%,37.84,10-50%,51.35,0-50%,64.86,0-30%,35.59,0-40%,47.46,0-50%,59.32,2.25,3.89,5.54,40.62
43,44,band20,40-60%,16,27.12,0-30%,56.25,0-40%,56.25,0-50%,56.25,10-40%,42.37,0-40%,52.54,0-50%,61.02,13.88,3.71,-4.77,28.46
37,44,band20,60-80%,16,27.12,50-80%,43.75,40-80%,56.25,10-60%,62.5,10-40%,42.37,0-40%,52.54,0-50%,61.02,1.38,3.71,1.48,53.64
42,39,half,前半区,35,59.32,20-50%,51.43,20-60%,62.86,0-50%,68.57,20-50%,49.15,20-60%,59.32,20-70%,66.1,2.28,3.54,2.47,38.24
42,40,half,前半区,35,59.32,20-50%,42.86,10-50%,54.29,0-50%,62.86,20-50%,38.98,10-50%,50.85,10-60%,61.02,3.88,3.44,1.84,43.33
44,37,half,后半区,23,38.98,50-80%,43.48,40-80%,60.87,40-90%,65.22,0-30%,40.68,10-50%,57.63,0-50%,62.71,2.8,3.24,2.51,50.0
36,45,half,后半区,16,27.12,50-80%,62.5,40-80%,62.5,30-80%,68.75,60-90%,50.85,50-90%,59.32,40-90%,71.19,11.65,3.18,-2.44,62.91
43,39,half,前半区,24,40.68,20-50%,58.33,20-60%,62.5,0-50%,66.67,20-50%,49.15,20-60%,59.32,20-70%,66.1,9.18,3.18,0.57,36.43
41,39,band20,60-80%,8,13.56,30-60%,50.0,20-60%,62.5,10-60%,62.5,20-50%,49.15,20-60%,59.32,20-70%,66.1,0.85,3.18,-3.6,51.39
40,36,half,后半区,25,42.37,20-50%,64.0,10-50%,76.0,10-60%,84.0,20-50%,62.71,10-50%,72.88,10-60%,81.36,1.29,3.12,2.64,40.91
40,44,band20,60-80%,9,15.25,70-100%,55.56,40-80%,55.56,40-90%,77.78,10-40%,42.37,0-40%,52.54,0-50%,61.02,13.19,3.02,16.76,79.41
41,44,band20,20-40%,9,15.25,70-100%,55.56,60-100%,55.56,40-90%,55.56,10-40%,42.37,0-40%,52.54,0-50%,61.02,13.19,3.02,-5.46,83.33
38,44,band20,80-100%,9,15.25,0-30%,44.44,0-40%,55.56,0-50%,77.78,10-40%,42.37,0-40%,52.54,0-50%,61.02,2.07,3.02,16.76,31.82
43,40,band20,80-100%,13,22.03,0-30%,53.85,0-40%,53.85,10-60%,69.23,20-50%,38.98,10-50%,50.85,10-60%,61.02,14.87,3.0,8.21,21.88
38,40,band20,60-80%,13,22.03,20-50%,38.46,10-50%,53.85,0-50%,61.54,20-50%,38.98,10-50%,50.85,10-60%,61.02,-0.52,3.0,0.52,50.0
45,38,half,后半区,39,66.1,0-30%,46.15,0-40%,48.72,0-50%,61.54,0-30%,44.07,0-40%,45.76,0-50%,54.24,2.08,2.96,7.3,43.33
37,38,half,前半区,37,62.71,50-80%,40.54,40-80%,48.65,40-90%,56.76,0-30%,44.07,0-40%,45.76,0-50%,54.24,-3.53,2.89,2.52,59.38
40,43,half,后半区,25,42.37,30-60%,40.0,40-80%,52.0,30-80%,60.0,50-80%,37.29,40-80%,49.15,50-100%,59.32,2.71,2.85,0.68,57.69
39,45,half,前半区,37,62.71,60-90%,51.35,50-90%,62.16,40-90%,75.68,60-90%,50.85,50-90%,59.32,40-90%,71.19,0.5,2.84,4.49,63.33
41,45,half,前半区,29,49.15,60-90%,55.17,50-90%,62.07,40-90%,79.31,60-90%,50.85,50-90%,59.32,40-90%,71.19,4.32,2.75,8.12,63.33
38,43,half,后半区,27,45.76,50-80%,40.74,50-90%,51.85,40-90%,59.26,50-80%,37.29,40-80%,49.15,50-100%,59.32,3.45,2.7,-0.06,55.0
36,40,half,前半区,43,72.88,30-60%,44.19,20-60%,53.49,20-70%,62.79,20-50%,38.98,10-50%,50.85,10-60%,61.02,5.21,2.64,1.77,50.0
41,43,half,前半区,29,49.15,30-60%,44.83,30-70%,51.72,30-80%,58.62,50-80%,37.29,40-80%,49.15,50-100%,59.32,7.54,2.57,-0.7,53.57
40,42,band20,20-40%,12,20.34,0-30%,50.0,0-40%,50.0,0-50%,58.33,0-30%,35.59,0-40%,47.46,0-50%,59.32,14.41,2.54,-0.99,30.45
37,42,band20,20-40%,10,16.95,0-30%,50.0,0-40%,50.0,0-50%,50.0,0-30%,35.59,0-40%,47.46,0-50%,59.32,14.41,2.54,-9.32,38.62
36,42,band20,60-80%,8,13.56,0-30%,50.0,0-40%,50.0,0-50%,50.0,0-30%,35.59,0-40%,47.46,0-50%,59.32,14.41,2.54,-9.32,43.23
38,42,band20,20-40%,10,16.95,0-30%,40.0,0-40%,50.0,0-50%,70.0,0-30%,35.59,0-40%,47.46,0-50%,59.32,4.41,2.54,10.68,39.17
36,41,half,前半区,43,72.88,70-100%,41.86,60-100%,46.51,40-90%,60.47,20-50%,37.29,20-60%,44.07,40-90%,61.02,4.57,2.44,-0.55,59.09
38,37,band20,40-60%,10,16.95,0-30%,60.0,0-40%,60.0,0-50%,60.0,0-30%,40.68,10-50%,57.63,0-50%,62.71,19.32,2.37,-2.71,16.14
45,37,half,前半区,20,33.9,60-90%,50.0,40-80%,60.0,40-90%,70.0,0-30%,40.68,10-50%,57.63,0-50%,62.71,9.32,2.37,7.29,57.44
37,39,band20,40-60%,13,22.03,50-80%,61.54,30-70%,61.54,30-80%,84.62,20-50%,49.15,20-60%,59.32,20-70%,66.1,12.39,2.22,18.52,53.12
37,45,band20,40-60%,13,22.03,60-90%,53.85,50-90%,61.54,40-90%,76.92,60-90%,50.85,50-90%,59.32,40-90%,71.19,3.0,2.22,5.73,61.76
45,39,half,后半区,39,66.1,20-50%,48.72,20-60%,61.54,20-70%,71.79,20-50%,49.15,20-60%,59.32,20-70%,66.1,-0.43,2.22,5.69,38.24
39,43,half,前半区,37,62.71,40-70%,37.84,40-80%,51.35,30-80%,59.46,50-80%,37.29,40-80%,49.15,50-100%,59.32,0.55,2.2,0.14,55.0
45,36,half,前半区,20,33.9,20-50%,70.0,10-50%,75.0,20-70%,90.0,20-50%,62.71,10-50%,72.88,10-60%,81.36,7.29,2.12,8.64,35.64
40,36,band20,20-40%,12,20.34,20-50%,66.67,10-50%,75.0,10-60%,83.33,20-50%,62.71,10-50%,72.88,10-60%,81.36,3.96,2.12,1.97,40.91
38,36,half,前半区,32,54.24,10-40%,59.38,10-50%,75.0,10-60%,78.12,20-50%,62.71,10-50%,72.88,10-60%,81.36,-3.33,2.12,-3.24,33.48
44,36,band20,80-100%,12,20.34,20-50%,58.33,20-60%,75.0,20-70%,91.67,20-50%,62.71,10-50%,72.88,10-60%,81.36,-4.38,2.12,10.31,38.79
37,40,band20,0-20%,17,28.81,20-50%,41.18,60-100%,52.94,20-70%,52.94,20-50%,38.98,10-50%,50.85,10-60%,61.02,2.2,2.09,-8.08,68.18
45,41,half,后半区,39,66.1,20-50%,41.03,10-50%,46.15,40-90%,66.67,20-50%,37.29,20-60%,44.07,40-90%,61.02,3.74,2.08,5.65,53.57
38,41,band20,60-80%,13,22.03,0-30%,38.46,50-90%,46.15,40-90%,53.85,20-50%,37.29,20-60%,44.07,40-90%,61.02,1.17,2.08,-7.17,53.57
39,44,half,后半区,22,37.29,10-40%,45.45,0-40%,54.55,0-50%,63.64,10-40%,42.37,0-40%,52.54,0-50%,61.02,3.08,2.01,2.62,34.38
40,44,band20,0-20%,11,18.64,10-40%,45.45,0-40%,54.55,0-50%,63.64,10-40%,42.37,0-40%,52.54,0-50%,61.02,3.08,2.01,2.62,32.14
39,41,half,前半区,37,62.71,70-100%,43.24,60-100%,45.95,40-90%,62.16,20-50%,37.29,20-60%,44.07,40-90%,61.02,5.95,1.88,1.14,53.57
37,41,half,前半区,37,62.71,20-50%,40.54,10-50%,45.95,20-70%,54.05,20-50%,37.29,20-60%,44.07,40-90%,61.02,3.25,1.88,-6.97,50.0
39,37,half,前半区,37,62.71,0-30%,51.35,0-40%,59.46,0-50%,67.57,0-30%,40.68,10-50%,57.63,0-50%,62.71,10.67,1.83,4.86,25.0
45,39,band20,60-80%,18,30.51,10-40%,50.0,0-40%,61.11,20-70%,66.67,20-50%,49.15,20-60%,59.32,20-70%,66.1,0.85,1.79,0.57,37.87
44,39,half,前半区,36,61.02,20-50%,44.44,20-60%,61.11,20-70%,72.22,20-50%,49.15,20-60%,59.32,20-70%,66.1,-4.71,1.79,6.12,39.29
43,41,half,前半区,24,40.68,0-30%,37.5,20-60%,45.83,0-50%,58.33,20-50%,37.29,20-60%,44.07,40-90%,61.02,0.21,1.76,-2.69,50.0
36,42,half,前半区,43,72.88,10-40%,37.21,10-50%,48.84,10-60%,60.47,0-30%,35.59,0-40%,47.46,0-50%,59.32,1.62,1.38,1.15,43.33
39,40,band20,20-40%,23,38.98,70-100%,39.13,60-100%,52.17,50-100%,56.52,20-50%,38.98,10-50%,50.85,10-60%,61.02,0.15,1.32,-4.5,67.65
37,44,band20,40-60%,13,22.03,0-30%,38.46,0-40%,53.85,0-50%,61.54,10-40%,42.37,0-40%,52.54,0-50%,61.02,-3.91,1.31,0.52,34.38
40,38,half,前半区,34,57.63,0-30%,44.12,0-40%,47.06,0-50%,52.94,0-30%,44.07,0-40%,45.76,0-50%,54.24,0.05,1.3,-1.3,44.58
40,38,band20,40-60%,17,28.81,0-30%,41.18,40-80%,47.06,0-50%,58.82,0-30%,44.07,0-40%,45.76,0-50%,54.24,-2.89,1.3,4.58,46.43
41,37,band20,40-60%,17,28.81,50-80%,47.06,40-80%,58.82,30-80%,70.59,0-30%,40.68,10-50%,57.63,0-50%,62.71,6.38,1.19,7.88,55.88
38,40,half,后半区,27,45.76,30-60%,37.04,10-50%,51.85,0-50%,59.26,20-50%,38.98,10-50%,50.85,10-60%,61.02,-1.94,1.0,-1.76,45.83
41,37,half,前半区,29,49.15,0-30%,44.83,10-50%,58.62,0-50%,65.52,0-30%,40.68,10-50%,57.63,0-50%,62.71,4.15,0.99,2.81,40.62
42,38,band20,0-20%,15,25.42,0-30%,46.67,0-40%,46.67,0-50%,53.33,0-30%,44.07,0-40%,45.76,0-50%,54.24,2.6,0.91,-0.91,45.83
41,40,half,前半区,29,49.15,50-80%,41.38,50-90%,51.72,50-100%,65.52,20-50%,38.98,10-50%,50.85,10-60%,61.02,2.4,0.87,4.5,62.5
42,43,band20,60-80%,12,20.34,30-60%,50.0,10-50%,50.0,0-50%,66.67,50-80%,37.29,40-80%,49.15,50-100%,59.32,12.71,0.85,7.35,42.52
45,43,band20,40-60%,12,20.34,0-30%,50.0,0-40%,50.0,0-50%,58.33,50-80%,37.29,40-80%,49.15,50-100%,59.32,12.71,0.85,-0.99,32.12
38,43,band20,40-60%,10,16.95,70-100%,50.0,60-100%,50.0,50-100%,60.0,50-80%,37.29,40-80%,49.15,50-100%,59.32,12.71,0.85,0.68,66.67
36,43,band20,60-80%,8,13.56,70-100%,50.0,40-80%,50.0,40-90%,62.5,50-80%,37.29,40-80%,49.15,50-100%,59.32,12.71,0.85,3.18,63.44
45,43,band20,20-40%,8,13.56,70-100%,50.0,60-100%,50.0,0-50%,50.0,50-80%,37.29,40-80%,49.15,50-100%,59.32,12.71,0.85,-9.32,58.85
37,43,band20,60-80%,16,27.12,0-30%,43.75,0-40%,50.0,0-50%,56.25,50-80%,37.29,40-80%,49.15,50-100%,59.32,6.46,0.85,-3.07,43.34
40,43,band20,20-40%,12,20.34,40-70%,41.67,10-50%,50.0,0-50%,58.33,50-80%,37.29,40-80%,49.15,50-100%,59.32,4.38,0.85,-0.99,47.06
38,43,half,前半区,32,54.24,70-100%,40.62,40-80%,50.0,50-100%,62.5,50-80%,37.29,40-80%,49.15,50-100%,59.32,3.33,0.85,3.18,59.23
39,43,band20,60-80%,10,16.95,40-70%,40.0,40-80%,50.0,50-100%,70.0,50-80%,37.29,40-80%,49.15,50-100%,59.32,2.71,0.85,10.68,61.36
36,38,half,前半区,43,72.88,0-30%,44.19,0-40%,46.51,0-50%,55.81,0-30%,44.07,0-40%,45.76,0-50%,54.24,0.12,0.75,1.57,46.43
40,37,band20,20-40%,12,20.34,50-80%,58.33,40-80%,58.33,30-80%,75.0,0-30%,40.68,10-50%,57.63,0-50%,62.71,17.65,0.7,12.29,66.03
44,37,band20,80-100%,12,20.34,0-30%,58.33,0-40%,58.33,0-50%,75.0,0-30%,40.68,10-50%,57.63,0-50%,62.71,17.65,0.7,12.29,22.91
39,37,band20,40-60%,12,20.34,20-50%,50.0,10-50%,58.33,0-50%,66.67,0-30%,40.68,10-50%,57.63,0-50%,62.71,9.32,0.7,3.96,45.11
42,37,band20,40-60%,12,20.34,0-30%,41.67,10-50%,58.33,0-50%,58.33,0-30%,40.68,10-50%,57.63,0-50%,62.71,0.99,0.7,-4.38,45.31
45,37,band20,40-60%,12,20.34,60-90%,41.67,40-80%,58.33,40-90%,66.67,0-30%,40.68,10-50%,57.63,0-50%,62.71,0.99,0.7,3.96,48.44
39,45,band20,60-80%,10,16.95,40-70%,50.0,40-80%,60.0,20-70%,70.0,60-90%,50.85,50-90%,59.32,40-90%,71.19,-0.85,0.68,-1.19,65.08
43,40,half,后半区,35,59.32,0-30%,37.14,10-50%,51.43,10-60%,62.86,20-50%,38.98,10-50%,50.85,10-60%,61.02,-1.84,0.58,1.84,45.83
40,42,half,后半区,25,42.37,20-50%,36.0,20-60%,48.0,10-60%,56.0,0-30%,35.59,0-40%,47.46,0-50%,59.32,0.41,0.54,-3.32,45.83
41,36,half,后半区,30,50.85,20-50%,66.67,10-50%,73.33,10-60%,76.67,20-50%,62.71,10-50%,72.88,10-60%,81.36,3.96,0.45,-4.69,37.87
42,36,band20,0-20%,15,25.42,30-60%,53.33,40-80%,73.33,30-80%,80.0,20-50%,62.71,10-50%,72.88,10-60%,81.36,-9.38,0.45,-1.36,46.88
41,44,band20,40-60%,17,28.81,10-40%,41.18,0-40%,52.94,0-50%,52.94,10-40%,42.37,0-40%,52.54,0-50%,61.02,-1.19,0.4,-8.08,36.67
43,38,band20,60-80%,13,22.03,0-30%,38.46,60-100%,46.15,50-100%,53.85,0-30%,44.07,0-40%,45.76,0-50%,54.24,-5.61,0.39,-0.39,59.38
39,42,band20,20-40%,23,38.98,30-60%,39.13,10-50%,47.83,0-50%,60.87,0-30%,35.59,0-40%,47.46,0-50%,59.32,3.54,0.37,1.55,43.33
43,38,half,前半区,24,40.68,0-30%,45.83,0-40%,45.83,10-60%,54.17,0-30%,44.07,0-40%,45.76,0-50%,54.24,1.76,0.07,-0.07,52.94
43,38,half,后半区,35,59.32,0-30%,42.86,0-40%,45.71,0-50%,57.14,0-30%,44.07,0-40%,45.76,0-50%,54.24,-1.21,-0.05,2.9,45.83
39,45,half,后半区,22,37.29,60-90%,50.0,60-100%,59.09,40-90%,63.64,60-90%,50.85,50-90%,59.32,40-90%,71.19,-0.85,-0.23,-7.55,68.81
38,42,band20,0-20%,17,28.81,50-80%,35.29,50-90%,47.06,50-100%,58.82,0-30%,35.59,0-40%,47.46,0-50%,59.32,-0.3,-0.4,-0.5,59.09
41,36,half,前半区,29,49.15,20-50%,58.62,10-50%,72.41,10-60%,86.21,20-50%,62.71,10-50%,72.88,10-60%,81.36,-4.09,-0.47,4.85,40.91
40,45,band20,40-60%,17,28.81,60-90%,47.06,50-90%,58.82,50-100%,64.71,60-90%,50.85,50-90%,59.32,40-90%,71.19,-3.79,-0.5,-6.48,63.33
38,42,half,前半区,32,54.24,0-30%,37.5,0-40%,46.88,0-50%,56.25,0-30%,35.59,0-40%,47.46,0-50%,59.32,1.91,-0.58,-3.07,41.14
45,36,band20,60-80%,18,30.51,30-60%,61.11,30-70%,72.22,20-70%,77.78,20-50%,62.71,10-50%,72.88,10-60%,81.36,-1.6,-0.66,-3.58,52.09
44,36,band20,20-40%,18,30.51,20-50%,55.56,30-70%,72.22,30-80%,83.33,20-50%,62.71,10-50%,72.88,10-60%,81.36,-7.15,-0.66,1.97,42.31
38,44,half,后半区,27,45.76,0-30%,37.04,0-40%,51.85,0-50%,62.96,10-40%,42.37,0-40%,52.54,0-50%,61.02,-5.33,-0.69,1.94,37.5
45,38,half,前半区,20,33.9,0-30%,40.0,50-90%,45.0,50-100%,60.0,0-30%,44.07,0-40%,45.76,0-50%,54.24,-4.07,-0.76,5.76,56.67
41,40,band20,60-80%,8,13.56,0-30%,50.0,0-40%,50.0,0-50%,62.5,20-50%,38.98,10-50%,50.85,10-60%,61.02,11.02,-0.85,1.48,27.27
44,40,band20,80-100%,12,20.34,40-70%,41.67,40-80%,50.0,20-70%,58.33,20-50%,38.98,10-50%,50.85,10-60%,61.02,2.69,-0.85,-2.69,60.91
45,40,band20,40-60%,12,20.34,70-100%,41.67,60-100%,50.0,0-50%,50.0,20-50%,38.98,10-50%,50.85,10-60%,61.02,2.69,-0.85,-11.02,57.01
44,40,band20,40-60%,10,16.95,50-80%,40.0,30-70%,50.0,30-80%,70.0,20-50%,38.98,10-50%,50.85,10-60%,61.02,1.02,-0.85,8.98,51.7
45,40,band20,60-80%,18,30.51,40-70%,38.89,20-60%,50.0,10-60%,61.11,20-50%,38.98,10-50%,50.85,10-60%,61.02,-0.09,-0.85,0.09,51.56
42,40,half,后半区,24,40.68,30-60%,37.5,20-60%,50.0,10-60%,62.5,20-50%,38.98,10-50%,50.85,10-60%,61.02,-1.48,-0.85,1.48,49.47
45,40,band20,80-100%,16,27.12,10-40%,37.5,10-50%,50.0,10-60%,62.5,20-50%,38.98,10-50%,50.85,10-60%,61.02,-1.48,-0.85,1.48,52.09
41,37,half,后半区,30,50.85,10-40%,40.0,10-50%,56.67,10-60%,63.33,0-30%,40.68,10-50%,57.63,0-50%,62.71,-0.68,-0.96,0.62,46.83
42,45,band20,40-60%,12,20.34,20-50%,50.0,30-70%,58.33,20-70%,75.0,60-90%,50.85,50-90%,59.32,40-90%,71.19,-0.85,-0.99,3.81,44.59
40,39,band20,20-40%,12,20.34,20-50%,41.67,20-60%,58.33,10-60%,58.33,20-50%,49.15,20-60%,59.32,20-70%,66.1,-7.48,-0.99,-7.77,53.84
42,45,band20,60-80%,12,20.34,20-50%,41.67,20-60%,58.33,10-60%,66.67,60-90%,50.85,50-90%,59.32,40-90%,71.19,-9.18,-0.99,-4.52,52.09
45,36,half,后半区,39,66.1,20-50%,58.97,10-50%,71.79,10-60%,82.05,20-50%,62.71,10-50%,72.88,10-60%,81.36,-3.74,-1.09,0.69,40.91
36,45,half,前半区,43,72.88,60-90%,48.84,50-90%,58.14,40-90%,74.42,60-90%,50.85,50-90%,59.32,40-90%,71.19,-2.01,-1.18,3.23,67.86
39,44,half,前半区,37,62.71,10-40%,40.54,0-40%,51.35,0-50%,59.46,10-40%,42.37,0-40%,52.54,0-50%,61.02,-1.83,-1.19,-1.56,37.5
36,43,band20,20-40%,23,38.98,10-40%,39.13,0-40%,47.83,0-50%,56.52,50-80%,37.29,40-80%,49.15,50-100%,59.32,1.84,-1.32,-2.8,44.12
36,44,half,前半区,43,72.88,10-40%,41.86,10-50%,51.16,10-60%,60.47,10-40%,42.37,0-40%,52.54,0-50%,61.02,-0.51,-1.38,-0.55,40.62
42,36,half,前半区,35,59.32,20-50%,60.0,20-60%,71.43,10-60%,80.0,20-50%,62.71,10-50%,72.88,10-60%,81.36,-2.71,-1.45,-1.36,40.91
40,38,half,后半区,25,42.37,0-30%,44.0,0-40%,44.0,0-50%,56.0,0-30%,44.07,0-40%,45.76,0-50%,54.24,-0.07,-1.76,1.76,50.0
36,37,half,前半区,43,72.88,50-80%,41.86,40-80%,55.81,30-80%,60.47,0-30%,40.68,10-50%,57.63,0-50%,62.71,1.18,-1.82,-2.24,50.0
39,42,half,后半区,22,37.29,10-40%,36.36,0-40%,45.45,0-50%,50.0,0-30%,35.59,0-40%,47.46,0-50%,59.32,0.77,-2.01,-9.32,50.38
41,37,band20,80-100%,18,30.51,0-30%,44.44,10-50%,55.56,0-50%,61.11,0-30%,40.68,10-50%,57.63,0-50%,62.71,3.76,-2.07,-1.6,41.17
40,37,band20,60-80%,9,15.25,0-30%,44.44,40-80%,55.56,0-50%,66.67,0-30%,40.68,10-50%,57.63,0-50%,62.71,3.76,-2.07,3.96,46.88
40,43,half,前半区,34,57.63,50-80%,38.24,40-80%,47.06,50-100%,61.76,50-80%,37.29,40-80%,49.15,50-100%,59.32,0.95,-2.09,2.44,59.23
38,43,band20,0-20%,17,28.81,40-70%,35.29,60-100%,47.06,50-100%,58.82,50-80%,37.29,40-80%,49.15,50-100%,59.32,-2.0,-2.09,-0.5,58.33
45,40,half,后半区,39,66.1,40-70%,41.03,10-50%,48.72,10-60%,61.54,20-50%,38.98,10-50%,50.85,10-60%,61.02,2.05,-2.13,0.52,50.0
43,39,half,后半区,35,59.32,20-50%,42.86,20-60%,57.14,20-70%,68.57,20-50%,49.15,20-60%,59.32,20-70%,66.1,-6.29,-2.18,2.47,43.33
36,38,band20,20-40%,23,38.98,0-30%,43.48,0-40%,43.48,0-50%,56.52,0-30%,44.07,0-40%,45.76,0-50%,54.24,-0.59,-2.28,2.28,46.43
40,36,half,前半区,34,57.63,20-50%,61.76,10-50%,70.59,10-60%,79.41,20-50%,62.71,10-50%,72.88,10-60%,81.36,-0.95,-2.29,-1.95,39.58
41,38,half,后半区,30,50.85,0-30%,40.0,10-50%,43.33,0-50%,53.33,0-30%,44.07,0-40%,45.76,0-50%,54.24,-4.07,-2.43,-0.91,48.22
42,44,half,后半区,24,40.68,20-50%,41.67,10-50%,50.0,0-50%,54.17,10-40%,42.37,0-40%,52.54,0-50%,61.02,-0.7,-2.54,-6.85,50.0
40,44,band20,20-40%,12,20.34,10-40%,41.67,0-40%,50.0,0-50%,58.33,10-40%,42.37,0-40%,52.54,0-50%,61.02,-0.7,-2.54,-2.69,43.75
37,44,half,后半区,22,37.29,30-60%,40.91,10-50%,50.0,10-60%,63.64,10-40%,42.37,0-40%,52.54,0-50%,61.02,-1.46,-2.54,2.62,51.56
